"dc.AccrualPeriodicity","dc.AccrualPolicy","dc.contributor.author","dc.contributor.other","dc.coverage.spatial","dc.coverage.temporal","dc.coverage.vigencia","dc.date.created","dc.date.issued","dc.date.validfinal","dc.date.validinici","dc.description","dc.description.LegislationChangedBy","dc.description.LegislationChanges","dc.description.abstract","dc.description.sponsorship","dc.description.tableofcontents","dc.description.version","dc.disposal","dc.format","dc.format.extent","dc.identifier.BG","dc.identifier.ab","dc.identifier.citation","dc.identifier.entitat","dc.identifier.isbn","dc.identifier.mandat","dc.identifier.uri","dc.language","dc.publisher","dc.relation","dc.relation.hasformat","dc.relation.haspart","dc.relation.hasversion","dc.relation.isbasedon","dc.relation.isbasisfor","dc.relation.isformatof","dc.relation.ispartof","dc.relation.isreferencedby","dc.relation.isreplacedby","dc.relation.isrequiredby","dc.relation.isversionof","dc.relation.references","dc.relation.replaces","dc.relation.requires","dc.relation.uri","dc.rights","dc.rights.accessrights","dc.rights.notes","dc.rights.rightsHolder","dc.rights.uri","dc.source","dc.subject","dc.subject.category","dc.subject.forma","dc.subject.programme","dc.title","dc.title.alternative","dc.type",
"","","Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2010","2010","","","","","","","","","","","application/pdf","19 p.","9217","","","societats mercantils","","","http://hdl.handle.net/11703/90953","cat","Barcelona Activa, S.A.","http://hdl.handle.net/11703/91068","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Empreses | Inversions estrangeres | Business enterprises | Foreign investments | Empresas | Inversiones extranjeras","Economia","monografies","","Setting up in Barcelona: a practical guide","Setting up in Barcelona.","text",
"","","Parcs i Jardins de Barcelona, Institut Municipal | Àrea de Medi Ambient","","Barcelona. Districte 1. Ciutat Vella | Ciutadella, Parc (Barcelona) | Barcelona. District 1. Ciutat Vella | Ciutadella, Park (Barcelona) | Barcelona. Distrito 1. Ciutat Vella | Ciutadella, Parque (Barcelona)","","","2008","2008","","","","","","","","","","Drets revisats. No s'ha parlat amb els responsables de les il·lustracions i fotografies, per tant s'ha establert CC-BY [només pel text] ; Tots els drets reservats [per les fotografies].","application/pdf","13 p.","BAB_11011","","","entitats públiques empresarials","","","http://hdl.handle.net/11703/89940","cat","Ajuntament de Barcelona | Parcs i Jardins de Barcelona, Institut Municipal","","","","","","","","http://hdl.handle.net/11703/89938 | http://hdl.handle.net/11703/89939","","","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","","De l'edició: Ajuntament de Barcelona i Institut Municipal de Parcs i Jardins | De les fotografies i il·lustracions: els seus autors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Parcs | Educació ambiental | Material didàctic | Parks | Environmental education | Teaching materials | Parques | Educación ambiental | Material didáctico","Medi ambient | Educació","monografies","","El parc és de tots!: Quadern dels alumnes","","text",
"","","García Souto, Víctor | Torre Jussana-Centre de Serveis a les Associacions","Ponce Sastre, Mireya | Royuela Andreu, Alicia","Barcelona | Barcelona | Barcelona","","","2010","2010","","","Forma part de la col·lecció: Útils pràctics. Barcelona associacions; 22","","","","Digitalitzat per Torre Jussana, Centre de Serveis a les Associacions","","","","application/pdf","103 p.","15692","","","","","","http://hdl.handle.net/11703/91162","cat","Torre Jussana Centre de Serveis a les Associacions","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Associacions, institucions, etc. | Entitats sense ànim de lucre | Associations, institutions, etc. | Nonprofit organizations | Asociaciones, instituciones, etc. | Organizaciones no lucrativas","Societat i benestar","monografies | documents digitalitzats","","Manual associatiu sobre la constitució i posada en marxa d'una associació","","text",
"","","Barcelona Activa, S.A.","","Barcelona | Barcelona | Barcelona","","","2011","2011","","","A la portada: Barcelona Activa Iniciativa emprenedora | Forma part de la col·lecció: Informes en profunditat; 14","","","","","","","","application/pdf","21 p.","8321","","","societats mercantils","","","http://hdl.handle.net/11703/90810","cat","Barcelona Activa, S.A.","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","L'Ajuntament de Barcelona no pot donar autorització sobre l'ús d'aquest document ni facilitar-ne còpies. La utilització i/o reproducció d'aquest document fora de l'àmbit municipal representa l'incompliment de la legislació vigent sobre propietat intel·lectual","Barcelona Activa, S.A.","","","Empreses | Societats | Treballadors autònoms | Emprenedoria | Business enterprises | Corporations | Self-employed | Entrepreneurship | Empresas | Sociedades | Trabajadores autónomos | Emprendedores","Ocupació","monografies","","Societat o treball autònom?","","text",
"","","Àrea de Prevenció, Seguretat i Mobilitat","","Barcelona | Barcelona | Barcelona","","","2010","2010","","","Presentat al 3r Congrés de la Bicicleta, realitzat a Lleida del 14 al 16 d'abril de 2010. | Congrés de la Bicicleta (3r:2010:Lleida)","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","27 p.","4903","","","","","","http://hdl.handle.net/11703/90712","cat","Ajuntament de Barcelona. Prevenció Seguretat i Mobilitat","","","","","","","","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Bicicletes | Circulació urbana | Bicycles | Urban traffic | Bicicletas | Circulación urbana","Transport","monografies","","La bicicleta i les zones 30 de la ciutat de Barcelona","","text",
"","","Departament d'Estadística i Difusió de Dades | Oficina Municipal de Dades | Gerència Municipal","","Barcelona | Barcelona | Barcelona","2019","","2019","2019","","","","","","","","","","","application/pdf","38 p.","","","","","","","http://hdl.handle.net/11703/113794","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Eleccions | Elecciones | Elections","Sector públic","monografies | estadístiques i indicadors","","Eleccions Generals 28 abril 2019 : dossier preelectoral","","text",
"","","Agència de Salut Pública de Barcelona","Arqués Boté, Josep","Barcelona | Barcelona | Barcelona","","","2004","2004","","","Forma part de la col·lecció: Documents","","","","","","","","application/pdf","83 p.","4019","","","","","","http://hdl.handle.net/11703/90606","cat","Agència de Salut Pública de Barcelona","","","","","","","","","","","","","","","","","CC-BY","openAccess","","Agència de Salut Pública de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Aliments | Salut pública | Food | Public health | Alimentos | Salud pública","Salut","monografies","","Control sanitari dels establiments alimentaris: manual per a l'inspector","","text",
"","","Consell Assessor de la Gent Gran de Barcelona","","Barcelona | Barcelona | Barcelona","2002 | 2003","","2004","2004","","","A la portada: Serveis a les persones | Forma part de la col·lecció: Conèixer Barcelona","","","","","","","Drets revisats. No s'ha parlat amb els responsables de les il·lustracions i fotografies, per tant s'ha establert CC-BY [només pel text] ; Tots els drets reservats [per les fotografies].","application/pdf","142 p.","3458","","","consells","","","http://hdl.handle.net/11703/90508","cat","Ajuntament de Barcelona. Sector de Serveis Personals","","","","","","","","","","","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","","De l'edició: Ajuntament de Barcelona | De les fotografies: els seus autors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Persones grans | Older people | Ancianos","Societat i benestar","monografies","","Les veus de la gent gran: gent gran i participació: Barcelona 2002-2003","","text",
"","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","No","1984","1984","","1968-12-13","Podeu consultar la versió oficial de l'Ordenança sobre normes de caràcter general relatives a instal·lacions industrials [1967] a: http://hdl.handle.net/11703/99622 | Podeu consultar la versió oficial de l'Ordenança sobre instal·lació de motors de transmissions i de màquines en general [1967] a: http://hdl.handle.net/11703/99635 | Podeu consultar la versió oficial de l'Ordenança relativa a les activitats que fabriquen,manipulen o emmagatzemen substàncies o materials combustibles, inflamables o explosius [1969] a: http://hdl.handle.net/11703/99623 | Podeu consultar la versió oficial de l'Ordenança sobre instal·lacions susceptibles d'emetre fums, gasos, vapors i pols [1982] a: http://hdl.handle.net/11703/100019 | Podeu consultar la versió oficial de l'Ordenança sobre forns, fornals, cambres frigorífiques i tancs de congelació [1967] a: http://hdl.handle.net/11703/99626 | Podeu consultar la versió oficial de l'Ordenança sobre aparells i recipients de fluids a pressió [1969] a: http://hdl.handle.net/11703/99625 | Podeu consultar la versió oficial de l'Ordenança sobre activitats en què s'originen radiacions ionitzants [1972] a: http://hdl.handle.net/11703/101445 | Podeu consultar la versió oficial de l'Ordenança sobre garatges, garatjos-aparcament i estacions de servei [1968] a: http://hdl.handle.net/11703/99632 | Podeu consultar la versió oficial de l'Ordenança sobre aparells elevadors [1966] a: http://hdl.handle.net/11703/91606 | Podeu consultar la versió oficial de l'Ordenança sobre instal·lacions lluminoses particulars [1969] a: http://hdl.handle.net/11703/99629 | Podeu consultar la versió oficial de l'Ordenança sobre instal·lacions de condicionament d'aire i de calefacció [1974] a: http://hdl.handle.net/11703/99634 | Podeu consultar la versió oficial de l'Ordenança sobre emmagatzematge i expendició de petroli per a usos domèstics [1964] a: http://hdl.handle.net/11703/99633 | Podeu consultar la versió oficial de l'Ordenança sobre les condicions tècniques i higiènicosanitàries de forns i obradors de pa i pastisseria [1965] a: http://hdl.handle.net/11703/100796","","","","Digitalitzat pel SEDAC","","","","application/pdf","","6591 | 6592 | 6593 | 6594 | 6595 | 6596 | 6597 | 6598 | 6599 | 6600 | 6601 | 6602 | 6603 | 6604 | 6605","","","","8476090005","","http://hdl.handle.net/11703/96487","cat","Ajuntament de Barcelona","http://hdl.handle.net/11703/99622 | http://hdl.handle.net/11703/99635 | http://hdl.handle.net/11703/99623 | http://hdl.handle.net/11703/100019 | http://hdl.handle.net/11703/99626 | http://hdl.handle.net/11703/99625 | http://hdl.handle.net/11703/101445 | http://hdl.handle.net/11703/99632 | http://hdl.handle.net/11703/91606 | http://hdl.handle.net/11703/99629 | http://hdl.handle.net/11703/99634 | http://hdl.handle.net/11703/99633 | http://hdl.handle.net/11703/100796","","","http://hdl.handle.net/11703/96488","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Indústria | Industry | Industria","Legislació i justícia | Indústria","ordenances municipals | monografies | documents digitalitzats","","Ordenances industrials [ed. 1984]","Ordenança sobre normes de caràcter general relatives a instal·lacions industrials [1967] | Ordenança sobre instal·lació de motors de transmissions i de màquines en general [1967] | Ordenança relativa a les activitats que fabriquen,manipulen o emmagatzemen substàncies o materials combustibles, inflamables o explosius [1969] | Ordenança sobre instal·lacions susceptibles d'emetre fums, gasos, vapors i pols [1982] | Ordenança sobre forns, fornals, cambres frigorífiques i tancs de congelació [1967] | Ordenança sobre aparells i recipients de fluids a pressió [1969] | Ordenança sobre activitats en què s'originen radiacions ionitzants [1972] | Ordenança sobre garatjos, garatjos-aparcament i estacions de servei [1968] | Ordenança sobre aparells elevadors [1966] | Ordenança sobre instal·lacions lluminoses particulars [1969] | Ordenança sobre instal·lacions de condicionament d'aire i de calefacció [1974] | Ordenança sobre emmagatzematge i expendició de petroli per a usos domèstics [1964] | Ordenança sobre les condicions tècniques i higiènicosanitàries de forns i obradors de pa i pastisseria [1965]","text",
"","","Àrea de Qualitat de Vida, Igualtat i Esports | Consorci Institut d'Infància i Món Urbà (Barcelona) | Observatori Social Barcelona","","Barcelona | Barcelona | Barcelona","","","2011-11","2011-11","","","","","","","","","","","application/pdf","68 p.","10090","","","","","","http://hdl.handle.net/11703/91036","cat","Ajuntament de Barcelona. Àrea de Qualitat de Vida Igualtat i Esports","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Participació ciutadana | Infants | Citizen participation | Children | Participación ciudadana | Niños","Societat i benestar","monografies","","Participació infantil i adolescent a la ciutat de Barcelona","","text",
"","","Institut de Cultura de Barcelona","","Barcelona | Barcelona | Barcelona","","","2013","2013","","","Forma part de la col·lecció: Fes teva la cultura popular: programa d'activitats educatives a les Cases de la Festa","","","","","","","","application/pdf","25 p.","18273","","","entitats públiques empresarials","","","http://hdl.handle.net/11703/89994","cat","Institut de Cultura de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","openAccess","","","","","Festes populars | Activitats culturals | Activitats educatives | Educació i lleure | Pirotècnia | Folk festivals | Cultural animation | Creative activities and seat work | Education and leisure | Fireworks | Fiestas | Animación cultural | Actividades educativas | Educación y ocio | Fuegos artificiales","Cultura i oci | Educació","monografies","","Bateig de foc: Cicle mitjà i cicle superior d'educació primària","","text",
