unit,age,sex,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,Y20,M,ED6,EL	28177 	27554 	28373 	26924 	30048 	: 
NR,Y20,M,ED6,ES	66332 	65481 	65555 	65896 	63752 	: 
NR,Y20,M,ED6,EU28	: 	802932 	790254 	782541 	789694 	: 
NR,Y20,M,ED6,FI	7481 	7812 	7974 	8090 	8560 	: 
NR,Y20,M,ED6,FR	83528 	82772 	77867 	73790 	73912 	: 
NR,Y20,M,ED6,HR	8624 	8356 	8483 	8767 	8684 d	: 
NR,Y20,M,ED6,HU	11589 	11795 	12275 	13501 	13921 	: 
NR,Y20,M,ED6,IE	14817 	14039 	13617 	13017 	10205 	: 
NR,Y20,M,ED6,IS	341 	353 	367 	437 	433 	: 
NR,Y20,M,ED6,IT	86022 	78249 	67282 	65789 	65890 	: 
NR,Y20,M,ED6,LI	23 	23 	19 	10 	18 	: 
NR,Y20,M,ED6,LT	7442 	8033 	8272 	8942 	9901 	: 
NR,Y20,M,ED6,LU	172 	195 	170 	205 	234 	: 
NR,Y20,M,ED6,LV	2745 	3028 	2972 	3512 	3497 	: 
NR,Y20,M,ED6,MK	4387 	4880 	4888 	4642 	4622 	: 
NR,Y20,M,ED6,MT	754 	713 	614 	656 	603 	: 
NR,Y20,M,ED6,NL	42149 	40717 	41521 	40115 	38553 	: 
NR,Y20,M,ED6,NO	7815 	7665 	7402 	7036 	6456 	: 
NR,Y20,M,ED6,PL	74524 d	76831 d	80535 d	77129 	82635 d	: 
NR,Y20,M,ED6,PT	14074 	13770 	13276 	13794 	13753 	: 
NR,Y20,M,ED6,RO	28633 	28906 	29534 	29758 	32294 	: 
NR,Y20,M,ED6,RS	15383 	15934 	15662 	15857 	15574 	: 
NR,Y20,M,ED6,SE	6117 	6866 	7577 	7632 	8171 	: 
NR,Y20,M,ED6,SI	3759 	3674 	3968 	4157 	4214 	: 
NR,Y20,M,ED6,SK	7340 	7675 	9009 d	10173 d	10598 d	: 
NR,Y20,M,ED6,TR	170031 	167699 	167444 	167416 	162297 	: 
NR,Y20,M,ED6,UK	150336 	147286 	143328 	140596 	142410 	: 
NR,Y20,M,ED7,AT	1329 	1517 	1990 	2245 	2230 	: 
NR,Y20,M,ED7,BE	320 	288 	292 	308 	236 	: 
NR,Y20,M,ED7,BG	1937 	1927 	1926 	1906 	1935 	: 
NR,Y20,M,ED7,CH	58 	55 	54 	56 	63 	: 
NR,Y20,M,ED7,CY	106 	97 	34 	18 	26 	: 
NR,Y20,M,ED7,CZ	1364 	1322 	1322 	1394 	1371 	: 
NR,Y20,M,ED7,DE	15575 	14959 	14669 	14196 	14246 	: 
NR,Y20,M,ED7,DK	7 	4 	4 	5 	2 	: 
NR,Y20,M,ED7,EE	142 	142 	153 	164 	209 	: 
NR,Y20,M,ED7,EL	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED7,ES	4425 	4611 	4954 	5245 	5246 	: 
NR,Y20,M,ED7,EU28	: 	96836 	94878 	93423 	95122 	: 
NR,Y20,M,ED7,FI	166 	159 	141 	123 	123 	: 
NR,Y20,M,ED7,FR	37928 	35471 	34414 	33095 	33134 	: 
NR,Y20,M,ED7,HR	1311 	1130 	1001 	1103 	995 	: 
NR,Y20,M,ED7,HU	2109 	2038 	1800 	1649 	1638 	: 
NR,Y20,M,ED7,IE	28 	56 	45 	48 	304 	: 
NR,Y20,M,ED7,IS	6 	3 	1 	0 	0 	: 
NR,Y20,M,ED7,IT	12492 	13028 	11874 	12034 	12447 	: 
NR,Y20,M,ED7,LI	1 	0 	0 	0 	0 	: 
NR,Y20,M,ED7,LT	338 	384 	425 	473 	481 	: 
NR,Y20,M,ED7,LU	0 	0 	0 	0 	3 	: 
NR,Y20,M,ED7,LV	173 	180 	144 	106 	566 	: 
NR,Y20,M,ED7,MK	2 	2 	0 	2 	2 	: 
NR,Y20,M,ED7,MT	49 	49 	61 	49 	55 	: 
NR,Y20,M,ED7,NL	206 	168 	228 	86 	74 	: 
NR,Y20,M,ED7,NO	1300 	1338 	1332 	1263 	1316 	: 
NR,Y20,M,ED7,PL	7235 d	6839 d	7055 d	6826 d	7340 d	: 
NR,Y20,M,ED7,PT	4112 	3928 	4142 	4335 	4308 	: 
NR,Y20,M,ED7,RO	2665 	2793 	3120 	2936 	2498 	: 
NR,Y20,M,ED7,RS	892 	748 	846 	735 	757 	: 
NR,Y20,M,ED7,SE	4163 	4285 	4494 	4562 	4558 	: 
NR,Y20,M,ED7,SI	197 d	180 	202 	233 	234 d	: 
NR,Y20,M,ED7,SK	426 	475 	: d	: d	: d	: 
NR,Y20,M,ED7,TR	9100 	8625 	8099 	7202 	7625 	: 
NR,Y20,M,ED7,UK	840 	807 	387 	284 	887 	: 
NR,Y20,M,ED8,AT	0 	0 	0 	0 	1 	: 
NR,Y20,M,ED8,BE	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,BG	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,CH	1 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,CY	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,CZ	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,DE	0 d	0 d	0 	0 	0 	0 
NR,Y20,M,ED8,DK	0 	0 	0 	0 	1 	: 
NR,Y20,M,ED8,EE	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,EL	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,ES	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,EU28	: 	45 	18 	27 	33 	: 
NR,Y20,M,ED8,FI	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,FR	11 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,HR	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,HU	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,IE	0 	0 	2 	1 	0 	: 
NR,Y20,M,ED8,IS	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,IT	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,LI	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,LT	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,LU	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,LV	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,MK	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,MT	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,NL	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,NO	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,PL	0 d	0 d	0 	0 	0 	: 
NR,Y20,M,ED8,PT	0 	0 	0 	1 	0 	: 
NR,Y20,M,ED8,RO	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,RS	3 	0 	4 	1 	1 	: 
NR,Y20,M,ED8,SE	1 	1 	0 	0 	0 	: 
NR,Y20,M,ED8,SI	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,SK	0 	0 	0 	0 	0 	: 
NR,Y20,M,ED8,TR	0 	1 	0 	0 	0 	: 
NR,Y20,M,ED8,UK	40 	44 	16 	25 	32 	: 
NR,Y20,T,ED0,AT	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,BE	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,BG	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,CH	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,CY	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,CZ	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,DE	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,DK	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,EE	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,EL	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,ES	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,EU28	: 	253 	297 	236 	252 	: 
NR,Y20,T,ED0,FI	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,FR	229 	253 	297 	236 	252 	: 
NR,Y20,T,ED0,HR	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,HU	0 	0 	0 	0 	: 	: 
NR,Y20,T,ED0,IE	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,IS	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,IT	0 	0 	0 	0 	: z	: 
NR,Y20,T,ED0,LI	: 	0 	: 	: 	: 	: 
NR,Y20,T,ED0,LT	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,LU	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,LV	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,ME	0 	0 	0 	: 	: 	: 
NR,Y20,T,ED0,MK	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,MT	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,NL	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,NO	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,PL	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,PT	0 	0 	0 e	0 	0 	: 
NR,Y20,T,ED0,RO	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,RS	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,SE	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,SI	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,SK	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,TR	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED0,UK	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,AT	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,BE	173 	122 	54 	95 	144 	: 
NR,Y20,T,ED1,BG	13 	20 	18 	22 	32 	: 
NR,Y20,T,ED1,CH	2 	0 	1 	0 	0 	: 
NR,Y20,T,ED1,CY	35 	9 	18 	28 	35 	: 
NR,Y20,T,ED1,CZ	1 	3 	4 	3 	9 	: 
NR,Y20,T,ED1,DE	0 	0 	0 	0 	0 	0 
NR,Y20,T,ED1,DK	17 	19 	40 	22 	7 	: 
NR,Y20,T,ED1,EE	0 	0 	1 	0 	0 	: 
NR,Y20,T,ED1,EL	0 	0 	2 	0 	0 	: 
NR,Y20,T,ED1,ES	848 	959 	951 	977 	1353 	: 
NR,Y20,T,ED1,EU28	: 	5021 	7297 	7159 	9509 	: 
NR,Y20,T,ED1,FI	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,FR	782 	893 	893 	857 	738 	: 
NR,Y20,T,ED1,HR	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,HU	0 	1 	0 	5 	3 	: 
NR,Y20,T,ED1,IE	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,IS	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,IT	5519 	0 	2813 	2991 	5163 	: 
NR,Y20,T,ED1,LI	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,LT	0 	0 	0 	1 	2 	: 
NR,Y20,T,ED1,LU	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,LV	6 	12 	7 	21 	1 	: 
NR,Y20,T,ED1,ME	2 	3 	0 	: 	: 	: 
NR,Y20,T,ED1,MK	11 	8 	7 	0 	1 	: 
NR,Y20,T,ED1,MT	1 	1 	0 	0 	0 	: 
NR,Y20,T,ED1,NL	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,NO	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,PL	0 	1 	0 	5 	3 	: 
NR,Y20,T,ED1,PT	86 	62 	87 	59 	82 	: 
NR,Y20,T,ED1,RO	74 	109 	0 	90 	0 	: 
NR,Y20,T,ED1,RS	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,SE	2978 	2801 	2392 	1956 	1918 	: 
NR,Y20,T,ED1,SI	10 	8 	13 	19 	8 	: 
NR,Y20,T,ED1,SK	2 	1 	4 	8 	11 	: 
NR,Y20,T,ED1,TR	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED1,UK	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED2,AT	0 	0 	1 	0 	2 	: 
NR,Y20,T,ED2,BE	3197 	3013 	2653 	3085 	5067 	: 
NR,Y20,T,ED2,BG	308 	303 	457 	411 	519 	: 
NR,Y20,T,ED2,CH	10 	5 	4 	18 	26 	: 
NR,Y20,T,ED2,CY	4 	8 	10 	6 	4 	: 
NR,Y20,T,ED2,CZ	260 	347 	354 	362 	339 	: 
NR,Y20,T,ED2,DE	13789 	11040 	9981 	9533 	9914 	10186 
NR,Y20,T,ED2,DK	83 	111 	78 	67 	100 	: 
NR,Y20,T,ED2,EE	88 	88 	69 	80 	95 	: 
NR,Y20,T,ED2,EL	374 	347 	253 	2520 	2596 	: 
NR,Y20,T,ED2,ES	11101 	12030 	13484 	14002 	19079 	: 
NR,Y20,T,ED2,EU28	: 	: 	44717 	46301 	59207 	: 
NR,Y20,T,ED2,FI	138 	113 	154 	91 	95 	: 
NR,Y20,T,ED2,FR	114 	95 	112 	118 	133 	: 
NR,Y20,T,ED2,HR	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED2,HU	383 	656 	626 	541 	396 	: 
NR,Y20,T,ED2,IE	835 	245 	3 	5 	214 	: 
NR,Y20,T,ED2,IS	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED2,IT	1406 	0 	2243 	2360 	4088 	: 
NR,Y20,T,ED2,LI	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED2,LT	338 	398 	385 	427 	574 	: 
NR,Y20,T,ED2,LU	74 	37 	37 	37 	51 	: 
NR,Y20,T,ED2,LV	95 	106 	130 	181 	111 	: 
NR,Y20,T,ED2,ME	2 	1 	0 	: 	: 	: 
NR,Y20,T,ED2,MK	28 	25 	21 	7 	22 	: 
NR,Y20,T,ED2,MT	25 	29 	19 	26 	16 	: 
NR,Y20,T,ED2,NL	1616 	1652 	1588 	1299 	1477 	: 
NR,Y20,T,ED2,NO	0 	0 	0 	0 	34 	: 
NR,Y20,T,ED2,PL	3326 	3345 	3497 	3631 	3577 	: 
NR,Y20,T,ED2,PT	641 	645 	533 	460 	568 	: 
NR,Y20,T,ED2,RO	158 	195 	0 	286 	0 	: 
NR,Y20,T,ED2,RS	0 	0 	0 	0 	0 	: 
NR,Y20,T,ED2,SE	1167 	1011 	919 	816 	788 	: 
NR,Y20,T,ED2,SI	39 	30 	41 	33 	29 	: 
NR,Y20,T,ED2,SK	204 	202 	234 	205 	165 	: 
NR,Y20,T,ED2,TR	2609 	4200 	4431 	4432 	4647 	: 
NR,Y20,T,ED2,UK	11675 	: 	6856 	8239 	9210 	: 
NR,Y20,T,ED3,AT	9613 	8990 	9064 	9187 	8917 	: 
NR,Y20,T,ED3,BE	14933 	14711 	13610 	12837 	16124 	: 
NR,Y20,T,ED3,BG	1455 	1501 	1940 	2258 	2182 	: 
NR,Y20,T,ED3,CH	22881 	23098 	23160 	23178 	23934 	: 
NR,Y20,T,ED3,CY	131 	119 	117 	111 	125 	: 
NR,Y20,T,ED3,CZ	12907 	13796 	15989 	18234 	17421 	: 
NR,Y20,T,ED3,DE	169979 	175337 	172028 	184833 	188571 	202350 
NR,Y20,T,ED3,DK	19754 	21405 	23002 	22702 	23975 	: 
NR,Y20,T,ED3,EE	1851 	1815 	1585 	1553 	1453 	: 
NR,Y20,T,ED3,EL	5252 	5335 	6031 	7096 	8447 	: 
NR,Y20,T,ED3,ES	55100 	60894 	62698 	67727 	66447 	: 
NR,Y20,T,ED3,EU28	: 	655448 	666647 	709195 	731383 	: 
NR,Y20,T,ED3,FI	11767 	12699 	13534 	13011 	12567 	: 
NR,Y20,T,ED3,FR	42023 	43137 	43574 	47899 	53870 	: 
NR,Y20,T,ED3,HR	1202 	400 	395 	338 	316 	: 
NR,Y20,T,ED3,HU	10343 	12009 	13453 	15471 	15936 	: 
NR,Y20,T,ED3,IE	1239 	605 	244 	260 	381 	: 
NR,Y20,T,ED3,IS	1394 	1435 	1543 	1577 	1608 	: 
NR,Y20,T,ED3,IT	39483 	39712 	40553 	42612 	44171 	: 
NR,Y20,T,ED3,LI	111 	112 	111 	122 	102 	: 
NR,Y20,T,ED3,LT	1668 	1763 	1844 	2457 	3239 	: 
NR,Y20,T,ED3,LU	1681 	1642 	1683 	1592 	1525 	: 
NR,Y20,T,ED3,LV	2128 	2272 	2758 	3075 	3327 	: 
NR,Y20,T,ED3,ME	23 	26 	0 	: 	: 	: 
NR,Y20,T,ED3,MK	: 	: 	: d	: d	36 	: 
NR,Y20,T,ED3,MT	387 	502 	503 	502 	455 	: 
NR,Y20,T,ED3,NL	57253 	55501 	57086 	55101 	55118 	: 
NR,Y20,T,ED3,NO	13602 	13338 	12807 	12967 	13219 	: 
NR,Y20,T,ED3,PL	42593 	40883 	47760 	51460 	57084 	: 
NR,Y20,T,ED3,PT	12185 	12791 	15212 	16065 	17068 	: 
NR,Y20,T,ED3,RO	5255 	5630 	5462 	6330 	11503 	: 
NR,Y20,T,ED3,RS	223 	366 	243 	2905 	421 	: 
NR,Y20,T,ED3,SE	19366 	18318 	17883 	16475 	16841 	: 
NR,Y20,T,ED3,SI	3294 	3327 	2320 	1788 e	1773 e	: 
NR,Y20,T,ED3,SK	3325 	3339 	3366 	3822 	3977 	: 
NR,Y20,T,ED3,TR	92537 	116726 	128212 	120094 	66214 	: 
NR,Y20,T,ED3,UK	80812 	97015 	92953 	104399 	98569 	: 
NR,Y20,T,ED4,AT	1697 	1827 	1890 	1935 	1991 	: 
NR,Y20,T,ED4,BE	5562 	5341 	4235 	5653 	11586 	: 
NR,Y20,T,ED4,BG	76 	138 	181 	248 	388 	: 
NR,Y20,T,ED4,CH	1089 	1142 	1181 	1178 	1237 	: 
NR,Y20,T,ED4,CY	30 	45 	65 	106 	47 	: 
NR,Y20,T,ED4,CZ	: d	: d	: d	: d	3 	: 
NR,Y20,T,ED4,DE	112926 	107105 	122537 	127236 	139166 	103999 
NR,Y20,T,ED4,DK	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED4,EE	465 	650 	1010 	1237 	1274 	: 
NR,Y20,T,ED4,EL	11181 	9205 	8868 	3075 	1361 	: 
NR,Y20,T,ED4,ES	307 	422 	345 	0 d	: 	: 
NR,Y20,T,ED4,EU28	: 	209504 	224606 	223825 	: 	: 
NR,Y20,T,ED4,FI	34 	33 	46 	69 	48 	: 
NR,Y20,T,ED4,FR	3515 	3247 	3072 	3231 	4368 	: 
NR,Y20,T,ED4,HR	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED4,HU	16917 	18497 	19048 	17514 	16831 	: 
NR,Y20,T,ED4,IE	4075 	6610 	6762 	4794 	4141 	: 
NR,Y20,T,ED4,IS	11 	6 	4 	13 	13 	: 
NR,Y20,T,ED4,IT	: 	0 	0 	0 	0 	: 
NR,Y20,T,ED4,LI	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED4,LT	2675 	2769 	2816 	2961 	3116 	: 
NR,Y20,T,ED4,LU	22 	28 	29 	19 	43 	: 
NR,Y20,T,ED4,LV	589 	522 	696 	724 	658 	: 
NR,Y20,T,ED4,ME	: z	: z	: 	: 	: 	: 
NR,Y20,T,ED4,MK	0 	: 	0 	0 	: 	: 
NR,Y20,T,ED4,MT	9 	19 	35 	10 	6 	: 
NR,Y20,T,ED4,NL	: z	: z	: z	3 	28 	: 
NR,Y20,T,ED4,NO	471 	369 	418 	405 	241 	: 
NR,Y20,T,ED4,PL	30771 	33882 	35200 	36646 	43855 	: 
NR,Y20,T,ED4,PT	500 	838 	1907 	1920 	1693 	: 
NR,Y20,T,ED4,RO	10810 	11126 	12273 	12013 	11142 	: 
NR,Y20,T,ED4,RS	15 	14 	29 	22 	4 	: 
NR,Y20,T,ED4,SE	1479 	932 	1560 	1814 	1821 	: 
NR,Y20,T,ED4,SI	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED4,SK	1667 	1675 	2031 	2618 	2718 	: 
NR,Y20,T,ED4,TR	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED4,UK	: zd	: z	: z	: z	: z	: 
NR,Y20,T,ED5,AT	5111 	4723 	4960 	5126 	5044 	: 
NR,Y20,T,ED5,BE	2001 	1808 	1551 	1579 	1639 	: 
NR,Y20,T,ED5,BG	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED5,CH	103 	115 	932 	955 	1094 	: 
NR,Y20,T,ED5,CY	670 	577 	612 	571 	594 	: 
NR,Y20,T,ED5,CZ	210 	184 	229 	219 	217 	: 
NR,Y20,T,ED5,DE	3 	4 	18 	15 	28 	: 
NR,Y20,T,ED5,DK	2531 	2884 	2843 	2839 	2751 	: 
NR,Y20,T,ED5,EE	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED5,EL	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED5,ES	53533 	48127 	48635 	48485 	49053 	: 
NR,Y20,T,ED5,EU28	: 	186554 	185426 	195565 	213990 	: 
NR,Y20,T,ED5,FI	: z	: z	: z	0 	0 	: 
NR,Y20,T,ED5,FR	98289 	98354 	97282 	104310 	111069 	: 
NR,Y20,T,ED5,HR	3 	19 	27 	15 	: d	: 
NR,Y20,T,ED5,HU	2607 	2436 	2299 	4333 	7795 	: 
NR,Y20,T,ED5,IE	1025 	1104 	1119 	1013 	: 	: 
NR,Y20,T,ED5,IS	11 	10 	11 	14 	11 	: 
NR,Y20,T,ED5,IT	1945 	1561 	879 	972 	410 	: 
NR,Y20,T,ED5,LI	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED5,LT	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED5,LU	64 	70 	64 	122 	80 	: 
NR,Y20,T,ED5,LV	1156 	1322 	1647 	1902 	2411 	: 
NR,Y20,T,ED5,ME	: z	: z	: 	: 	: 	: 
NR,Y20,T,ED5,MK	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED5,MT	120 	205 	318 	318 	308 	: 
NR,Y20,T,ED5,NL	775 	724 	760 	558 	481 	: 
NR,Y20,T,ED5,NO	691 	715 	814 	868 	986 	: 
NR,Y20,T,ED5,PL	4 	6 	61 	843 	1821 	: 
NR,Y20,T,ED5,PT	2272 	1081 	29 	: z	: z	: 
NR,Y20,T,ED5,RO	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED5,RS	: z	: z	: z	: z	: z	: 
NR,Y20,T,ED5,SE	986 	1257 	1513 	1734 	2014 	: 
NR,Y20,T,ED5,SI	1887 	1825 	1807 	1504 	1480 	: 
NR,Y20,T,ED5,SK	558 	604 	632 	642 	676 	: 
NR,Y20,T,ED5,TR	257131 	240069 	233555 	215429 	197282 	: 
NR,Y20,T,ED5,UK	17421 d	17679 	18142 	18465 	20641 	: 
NR,Y20,T,ED6,AT	23783 	22673 	21140 	20754 	20912 	: 
NR,Y20,T,ED6,BE	70778 	67789 	66629 	68396 	71691 	: 
NR,Y20,T,ED6,BG	24587 	25715 	27902 	30194 	31833 	: 
NR,Y20,T,ED6,CH	19764 	19089 	18478 	18478 	18212 	: 
NR,Y20,T,ED6,CY	3287 	3177 	3281 	3239 	3625 	: 
NR,Y20,T,ED6,CZ	34856 	36743 	40830 	46934 	47695 	: 
NR,Y20,T,ED6,DE	207162 	193435 	186678 	179021 	169561 	0 
NR,Y20,T,ED6,DK	12884 	13656 	14437 	14007 	13832 	: 
NR,Y20,T,ED6,EE	4058 	4058 	4302 	4812 	5941 	: 
NR,Y20,T,ED6,EL	61187 	60158 	62098 	60186 	65110 	: 
NR,Y20,T,ED6,ES	155384 	151324 	151380 	153105 	150561 	: 
NR,Y20,T,ED6,EU28	: 	1820233 	1799815 	1783647 	1803043 	: 
NR,Y20,T,ED6,FI	16319 	17445 	18440 	18687 	19717 	: 
NR,Y20,T,ED6,FR	208762 	203031 	191874 	182323 	181292 	: 
NR,Y20,T,ED6,HR	19084 	18567 	19103 	19535 	19341 d	: 
NR,Y20,T,ED6,HU	25133 	26048 	27626 	29845 	30433 	: 
NR,Y20,T,ED6,IE	31383 	29776 	28732 	27250 	22806 	: 
NR,Y20,T,ED6,IS	798 	830 	863 	1011 	975 	: 
NR,Y20,T,ED6,IT	192109 	176704 	152386 	149839 	151978 	: 
NR,Y20,T,ED6,LI	58 	48 	40 	27 	39 	: 
NR,Y20,T,ED6,LT	16707 	17963 	18735 	20548 	22946 	: 
NR,Y20,T,ED6,LU	402 	449 	416 	462 	540 	: 
NR,Y20,T,ED6,LV	6286 	6956 	7174 	7992 	7975 	: 
NR,Y20,T,ED6,MK	10160 	10766 	11065 	10623 	10642 	: 
NR,Y20,T,ED6,MT	1780 	1645 	1473 	1507 	1447 	: 
NR,Y20,T,ED6,NL	92179 	89158 	92254 	88221 	85189 	: 
NR,Y20,T,ED6,NO	20500 	20159 	19536 	18615 	17677 	: 
NR,Y20,T,ED6,PL	172510 d	180594 d	191258 d	186224 	202067 d	: 
NR,Y20,T,ED6,PT	35662 	34418 	33473 	35963 	35267 	: 
NR,Y20,T,ED6,RO	63775 	64688 	67174 	67868 	72413 	: 
NR,Y20,T,ED6,RS	34176 	35619 	35676 	36130 	35859 	: 
NR,Y20,T,ED6,SE	16032 	17208 	19209 	19668 	20784 	: 
NR,Y20,T,ED6,SI	8943 	8876 	9521 	9912 	9796 	: 
NR,Y20,T,ED6,SK	17581 	18777 	22614 d	25267 d	25955 d	: 
NR,Y20,T,ED6,TR	371124 	365048 	363503 	354352 	340485 	: 
NR,Y20,T,ED6,UK	336228 	329202 	319676 	311888 	312870 	: 
NR,Y20,T,ED7,AT	3746 	4567 	5806 	6375 	6593 	: 
NR,Y20,T,ED7,BE	662 	613 	646 	628 	557 	: 
NR,Y20,T,ED7,BG	4696 	4389 	4337 	4248 	4337 	: 
NR,Y20,T,ED7,CH	100 	120 	101 	104 	122 	: 
NR,Y20,T,ED7,CY	264 	220 	84 	57 	68 	: 
NR,Y20,T,ED7,CZ	4014 	4077 	4161 	4304 	4443 	: 
NR,Y20,T,ED7,DE	46827 	44608 	44221 	43021 	42599 	: 
NR,Y20,T,ED7,DK	8 	10 	11 	13 	5 	: 
NR,Y20,T,ED7,EE	393 	361 	381 	384 	481 	: 
NR,Y20,T,ED7,EL	0 	0 	1 	0 	0 	: 
NR,Y20,T,ED7,ES	13471 	13129 	13986 	14314 	14285 	: 
NR,Y20,T,ED7,EU28	: 	237401 	231293 	227889 	233400 	: 
NR,Y20,T,ED7,FI	366 	355 	289 	310 	303 	: 
NR,Y20,T,ED7,FR	71117 	67138 	65543 	63251 	63673 	: 
NR,Y20,T,ED7,HR	3977 	3460 	3262 	3539 	3302 	: 
NR,Y20,T,ED7,HU	5300 	5276 	4681 	4156 	3945 	: 
NR,Y20,T,ED7,IE	70 	111 	113 	117 	528 	: 
NR,Y20,T,ED7,IS	16 	9 	14 	18 	10 	: 
NR,Y20,T,ED7,IT	36464 	37202 	33797 	33999 	35254 	: 
NR,Y20,T,ED7,LI	1 	0 	1 	0 	0 	: 
NR,Y20,T,ED7,LT	1221 	1158 	1292 	1386 	1383 	: 
NR,Y20,T,ED7,LU	0 	0 	0 	0 	8 	: 
NR,Y20,T,ED7,LV	553 	525 	464 	373 	1429 	: 
NR,Y20,T,ED7,MK	11 	11 	0 	5 	3 	: 
NR,Y20,T,ED7,MT	115 	120 	130 	102 	115 	: 
NR,Y20,T,ED7,NL	1039 	416 	427 	197 	176 	: 
NR,Y20,T,ED7,NO	3173 	3068 	3061 	2886 	2790 	: 
NR,Y20,T,ED7,PL	21898 d	20498 d	21006 d	20005 d	21143 d	: 
